"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd1.nobjs-scaling.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 8osds.vary.nobjs.10K.osd1.dstat.log 5",,,,"Date:","06 May 2017 02:28:01 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","epoch"
0.457,0.140,99.324,0.077,0.0,0.003,8017798.424,6575683.145,0.0,0.0,0.0,0.0,2589.613,657.448,0.0,0.0,0.507,2496929792.0,18010112.0,19989626880.0,1.46275627008e+11,0.0,0.0,8017798.424,6575683.145,2589.613,657.448,0.457,0.140,99.324,0.077,0.0,0.003,1494055681.791,
0.005,0.015,99.980,0.0,0.0,0.0,0.0,30310.400,4470.400,8743.800,0.0,0.0,182.600,210.600,0.0,0.0,0.0,2506887168.0,18018304.0,19989839872.0,1.46265448448e+11,0.0,0.0,0.0,30310.400,182.600,210.600,0.010,0.020,99.970,0.0,0.0,0.0,1494055686.792,
0.010,0.020,99.970,0.0,0.0,0.0,0.0,4915.200,3689.400,7576.800,0.0,0.0,167.400,172.800,0.0,0.0,0.0,2506743808.0,18026496.0,19989839872.0,1.46265583616e+11,0.0,0.0,0.0,4915.200,167.400,172.800,0.005,0.020,99.975,0.0,0.0,0.0,1494055691.792,
0.005,0.025,99.955,0.015,0.0,0.0,0.0,3276.800,5971.200,9834.800,0.0,0.0,223.800,252.600,0.0,0.0,0.400,2508189696.0,18034688.0,19989839872.0,1.46264129536e+11,0.0,0.0,0.0,3276.800,223.800,252.600,0.005,0.020,99.960,0.015,0.0,0.0,1494055696.792,
0.010,0.020,99.960,0.010,0.0,0.0,0.0,10649.600,3831.800,7358.200,0.0,0.0,175.400,177.400,0.0,0.0,0.0,2508046336.0,18051072.0,19989843968.0,1.46264252416e+11,0.0,0.0,0.0,10649.600,175.600,179.200,0.010,0.020,99.960,0.010,0.0,0.0,1494055701.792,
0.005,0.020,99.975,0.0,0.0,0.0,0.0,24576.0,4352.800,8118.600,0.0,0.0,193.200,173.200,0.0,0.0,0.0,2515165184.0,18051072.0,19989843968.0,1.46257133568e+11,0.0,0.0,0.0,24576.0,193.0,171.400,0.005,0.025,99.970,0.0,0.0,0.0,1494055706.792,
0.005,0.030,99.950,0.010,0.0,0.005,0.0,5734.400,5245.800,8875.600,0.0,0.0,204.600,207.400,0.0,0.0,0.0,2515083264.0,18067456.0,19989843968.0,1.46257199104e+11,0.0,0.0,0.0,5734.400,204.600,207.400,0.010,0.030,99.945,0.010,0.0,0.005,1494055711.792,
0.015,0.025,99.950,0.010,0.0,0.0,819.200,4915.200,5552.800,8960.800,0.0,0.0,220.0,239.0,0.0,0.0,0.400,2520719360.0,18079744.0,19989843968.0,1.4625155072e+11,0.0,0.0,819.200,4915.200,220.0,239.0,0.010,0.020,99.960,0.010,0.0,0.0,1494055716.792,
0.0,0.025,99.965,0.010,0.0,0.0,0.0,13107.200,3767.0,7804.400,0.0,0.0,176.200,181.800,0.0,0.0,0.0,2521083904.0,18096128.0,19989848064.0,1.46251165696e+11,0.0,0.0,0.0,13107.200,176.200,181.800,0.0,0.025,99.965,0.010,0.0,0.0,1494055721.792,
0.005,0.020,99.975,0.0,0.0,0.0,0.0,0.0,2832.0,6757.800,0.0,0.0,140.0,134.800,0.0,0.0,0.0,2528075776.0,18096128.0,19989848064.0,1.46244173824e+11,0.0,0.0,0.0,0.0,140.0,134.800,0.005,0.020,99.975,0.0,0.0,0.0,1494055726.792,
0.115,1.010,98.750,0.125,0.0,0.0,271155.200,22937.600,5515.0,9904.600,0.0,0.0,671.600,806.800,0.400,0.200,9.800,2006589440.0,1818624.0,478851072.0,1.66292934656e+11,0.0,0.0,272793.600,22937.600,671.800,807.0,0.115,1.010,98.750,0.125,0.0,0.0,1494055731.792,
0.060,0.045,99.670,0.225,0.0,0.0,1177190.400,19660.800,6224.0,10550.600,0.0,0.0,445.0,509.800,0.0,0.0,4.600,2006179840.0,1880064.0,486060032.0,1.66286073856e+11,0.0,0.0,1175552.0,19660.800,444.800,509.600,0.060,0.050,99.665,0.225,0.0,0.0,1494055736.792,
0.005,0.030,99.960,0.0,0.0,0.005,0.0,8192.0,4985.800,8654.400,0.0,0.0,210.800,213.400,0.0,0.0,0.0,2005217280.0,1888256.0,486060032.0,1.66287028224e+11,0.0,0.0,0.0,8192.0,211.0,213.400,0.005,0.030,99.960,0.0,0.0,0.005,1494055741.792,
