read_ns,eval_ns
176571679,1783850
178456768,2945134
178182777,3027984
178843041,2570568
180515370,2850048
180735769,2903157
210805300,1638246
213155040,2408015
223831732,1806633
226426235,2264470
226894992,1690800
223087338,4017619
224845152,4677049
224459839,4103096
181985044,1224953
217850374,1552001
217891719,2130090
220526787,1717623
220251846,1869600
222504626,1765514
219074995,1964266
219126730,3564216
187690702,1374832
191013309,1437567
202141321,2433566
203691570,2864619
203712738,2393804
202903069,1757224
202141778,1855856
194011592,1578124
196010096,2558778
197597949,1347891
192859624,1338942
195248140,1921706
196964402,3354060
196203134,2938135
169287489,1063369
172966482,1265655
175015499,1257779
183254794,2349894
184962957,2316208
186024435,1828160
200190058,1745485
200909310,1690713
199844521,1253422
196533803,1510781
199328430,1472952
196228983,1301398
196494035,1193900
219773522,1736695
219084823,1780851
219077904,1266391
218739561,1658137
220994592,1978573
220280075,1180956
222225603,1848191
221817903,1756245
221887525,1673199
221427184,1766316
223044198,1783250
219887970,1638403
217427365,1656254
217266136,1184171
214432350,1602559
217133533,1682192
177969935,1700119
178672618,1712302
176168147,1610269
177721572,2851300
173159659,1189265
174944138,1255491
199099179,1737794
197981215,1826822
199873305,2084956
200048460,1992517
199707994,1893937
199693050,1708029
200107960,1731138
203627852,1906652
202433960,2053716
203662973,1829027
200353322,1697551
197916557,1730425
200166480,3123913
192016055,1090398
269427480,1838634
271194485,2163423
270484957,1965608
273083965,1637484
272762218,1764789
274033515,2625671
274493241,2594669
272629094,1712566
273151299,1776505
273433206,3347505
213941007,1158692
219982256,1797127
220802868,1970948
223236860,2010741
221142125,1858513
223002732,1685935
222317998,1642474
221204513,2454858
241085298,978603
248802791,1912436
248647725,1895688
249719781,2158538
251333727,2160664
250341808,2117993
249096275,3176822
247769954,2281748
249773045,2998042
211062575,944112
211572434,1120960
222965173,1926032
222636925,1917662
222954754,3428911
223274249,1734977
223051988,3565154
224132539,2407732
215794276,1148667
216107829,1287351
222915046,1706528
224509498,2514348
225802820,1876907
225032186,3283138
226012554,2059253
223805398,2154028
214955275,1143311
213618073,1256238
221302425,2082422
222311584,2021460
222801985,2095151
223531506,3553676
220812157,2865037
220938718,2296118
198389579,1106113
218536240,1737222
218910278,1666334
225326515,1856899
227566172,1936448
