"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.skyhook-2osds.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 2osds.dstat-osd0.log 5",,,,"Date:","25 Apr 2017 15:01:59 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","epoch"
1.485,0.346,98.037,0.119,0.0,0.012,35463.494,44016881.569,0.0,0.0,0.0,0.0,15843.988,2274.906,0.0,0.0,2.091,5762621440.0,96661504.0,84894969856.0,78025940992.0,0.0,0.0,35463.494,44016881.569,15843.988,2274.906,1.485,0.346,98.037,0.119,0.0,0.012,1493150519.867,
0.010,0.015,99.975,0.0,0.0,0.0,0.0,0.0,1313.400,20822.0,0.0,0.0,109.0,110.400,0.0,0.0,0.0,5763297280.0,96661504.0,84895440896.0,78024794112.0,0.0,0.0,0.0,0.0,109.600,110.400,0.005,0.010,99.985,0.0,0.0,0.0,1493150524.868,
0.0,0.010,99.990,0.0,0.0,0.0,0.0,13107.200,1410.0,20566.200,0.0,0.0,107.800,116.200,0.0,0.0,0.0,5762039808.0,96677888.0,84895440896.0,78026035200.0,0.0,0.0,0.0,13107.200,107.400,116.200,0.0,0.010,99.990,0.0,0.0,0.0,1493150529.868,
0.005,0.010,99.985,0.0,0.0,0.0,0.0,6553.600,1367.400,20570.0,0.0,0.0,122.0,122.200,0.0,0.0,0.0,5762166784.0,96677888.0,84895440896.0,78025908224.0,0.0,0.0,0.0,6553.600,122.0,122.200,0.005,0.015,99.980,0.0,0.0,0.0,1493150534.868,
0.0,0.015,99.985,0.0,0.0,0.0,0.0,2457.600,1764.400,20903.0,0.0,0.0,115.0,114.400,0.0,0.0,0.0,5762428928.0,96686080.0,84895440896.0,78025637888.0,0.0,0.0,0.0,2457.600,115.0,114.400,0.0,0.015,99.985,0.0,0.0,0.0,1493150539.868,
0.005,0.010,99.985,0.0,0.0,0.0,0.0,0.0,1884.200,20726.600,0.0,0.0,123.200,113.600,0.0,0.0,0.200,5763190784.0,96686080.0,84895440896.0,78024876032.0,0.0,0.0,0.0,0.0,123.200,113.600,0.005,0.010,99.985,0.0,0.0,0.0,1493150544.868,
0.005,0.010,99.985,0.0,0.0,0.0,0.0,2457.600,1736.400,20974.200,0.0,0.0,115.600,120.600,0.0,0.0,0.0,5763309568.0,96694272.0,84895440896.0,78024749056.0,0.0,0.0,0.0,2457.600,115.600,120.600,0.005,0.010,99.985,0.0,0.0,0.0,1493150549.868,
0.0,0.010,99.990,0.0,0.0,0.0,0.0,819.200,1350.600,20594.0,0.0,0.0,121.0,122.600,0.0,0.0,0.0,5763670016.0,96698368.0,84895449088.0,78024376320.0,0.0,0.0,0.0,819.200,121.0,122.600,0.0,0.010,99.990,0.0,0.0,0.0,1493150554.868,
0.0,0.015,99.985,0.0,0.0,0.0,0.0,9011.200,1000.800,20554.600,0.0,0.0,99.800,113.600,0.0,0.0,0.0,5763772416.0,96706560.0,84895449088.0,78024265728.0,0.0,0.0,0.0,9011.200,99.800,113.600,0.0,0.010,99.990,0.0,0.0,0.0,1493150559.868,
0.0,0.010,99.990,0.0,0.0,0.0,0.0,0.0,1078.200,20555.200,0.0,0.0,102.0,101.800,0.0,0.0,0.0,5763772416.0,96706560.0,84895449088.0,78024265728.0,0.0,0.0,0.0,0.0,102.0,101.800,0.0,0.015,99.985,0.0,0.0,0.0,1493150564.868,
0.010,0.010,99.980,0.0,0.0,0.0,0.0,2457.600,1577.200,20848.600,0.0,0.0,112.400,122.0,0.0,0.0,0.0,5763764224.0,96714752.0,84895449088.0,78024265728.0,0.0,0.0,0.0,2457.600,112.400,122.0,0.010,0.010,99.980,0.0,0.0,0.0,1493150569.868,
