"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.skyhook16osds.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output dstat-osd0.log 5",,,,"Date:","24 Apr 2017 21:15:42 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","epoch"
0.052,0.021,99.893,0.033,0.0,0.001,979269.096,6400110.652,0.0,0.0,0.0,0.0,449.820,331.637,0.0,0.0,0.792,2280861696.0,3747840.0,7991414784.0,1.58504169472e+11,0.0,0.0,979269.096,6400110.652,449.820,331.637,0.052,0.021,99.893,0.033,0.0,0.001,1493086542.875,
0.025,0.015,99.960,0.0,0.0,0.0,0.0,4915.200,4310.600,6945.0,0.0,0.0,184.400,216.0,0.0,0.0,0.400,2279038976.0,3756032.0,7992315904.0,1.5850508288e+11,0.0,0.0,0.0,4915.200,184.400,216.0,0.025,0.020,99.955,0.0,0.0,0.0,1493086547.876,
0.015,0.015,99.965,0.005,0.0,0.0,0.0,14745.600,4208.800,6792.400,0.0,0.0,204.600,228.800,0.0,0.0,0.0,2279280640.0,3772416.0,7992324096.0,1.5850481664e+11,0.0,0.0,0.0,14745.600,204.600,228.800,0.015,0.015,99.965,0.005,0.0,0.0,1493086552.876,
0.020,0.025,99.955,0.0,0.0,0.0,0.0,4915.200,11671.200,13306.600,0.0,0.0,343.800,407.0,0.0,0.0,0.800,2278535168.0,3780608.0,7992324096.0,1.5850555392e+11,0.0,0.0,0.0,4915.200,343.800,407.0,0.020,0.025,99.955,0.0,0.0,0.0,1493086557.876,
0.015,0.015,99.945,0.020,0.0,0.005,0.0,13926.400,5694.0,7387.200,0.0,0.0,230.0,275.600,0.0,0.0,0.200,2282717184.0,3796992.0,7992328192.0,1.58501351424e+11,0.0,0.0,0.0,13926.400,230.0,275.600,0.015,0.015,99.945,0.020,0.0,0.005,1493086562.876,
0.025,0.020,99.955,0.0,0.0,0.0,0.0,4915.200,4279.800,7163.400,0.0,0.0,194.0,229.600,0.0,0.0,0.600,2282635264.0,3805184.0,7992328192.0,1.58501425152e+11,0.0,0.0,0.0,4915.200,194.200,229.600,0.025,0.020,99.955,0.0,0.0,0.0,1493086567.876,
0.025,0.025,99.940,0.010,0.0,0.0,0.0,2457.600,6149.600,8540.400,0.0,0.0,244.400,279.800,0.0,0.0,0.400,2283139072.0,3813376.0,7992332288.0,1.58500909056e+11,0.0,0.0,0.0,2457.600,244.200,279.800,0.025,0.025,99.940,0.010,0.0,0.0,1493086572.876,
0.010,0.010,99.970,0.010,0.0,0.0,0.0,9011.200,3978.600,5959.200,0.0,0.0,170.600,209.0,0.0,0.0,0.0,2283626496.0,3821568.0,7992336384.0,1.58500409344e+11,0.0,0.0,0.0,9011.200,170.600,209.0,0.010,0.010,99.970,0.010,0.0,0.0,1493086577.876,
0.020,0.020,99.950,0.010,0.0,0.0,0.0,15564.800,6295.400,8835.200,0.0,0.0,254.0,297.600,0.0,0.0,0.400,2283315200.0,3837952.0,7992336384.0,1.58500704256e+11,0.0,0.0,0.0,15564.800,254.0,297.600,0.020,0.020,99.950,0.010,0.0,0.0,1493086582.876,
0.020,0.020,99.960,0.0,0.0,0.0,0.0,8192.0,5892.200,8231.800,0.0,0.0,216.400,243.800,0.0,0.0,0.400,2282405888.0,3846144.0,7992340480.0,1.5850160128e+11,0.0,0.0,0.0,8192.0,216.600,244.200,0.020,0.020,99.960,0.0,0.0,0.0,1493086587.876,
0.015,0.020,99.955,0.010,0.0,0.0,0.0,7372.800,3984.400,6519.800,0.0,0.0,194.200,239.600,0.0,0.0,0.400,2283556864.0,3862528.0,7992340480.0,1.5850043392e+11,0.0,0.0,0.0,7372.800,194.0,239.200,0.015,0.020,99.955,0.010,0.0,0.0,1493086592.876,
0.110,0.095,99.725,0.065,0.0,0.005,13107.200,27033.600,7258.400,9534.0,0.0,0.0,428.800,476.200,0.200,0.0,8.800,2284765184.0,1527808.0,7102840832.0,1.59391059968e+11,0.0,0.0,13107.200,27033.600,428.800,476.200,0.110,0.090,99.730,0.065,0.0,0.005,1493086597.876,
0.075,0.270,99.415,0.235,0.0,0.005,1408204.800,21299.200,5027.400,7810.200,0.0,0.0,488.800,654.0,0.0,0.200,4.400,2271633408.0,1572864.0,191348736.0,1.66315638784e+11,0.0,0.0,1408204.800,21299.200,488.800,654.0,0.075,0.275,99.410,0.235,0.0,0.005,1493086602.876,
