"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.nobjs-scaling.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 8osds.vary.nobjs.20K.dstat.osd0.log 5",,,,"Date:","06 May 2017 18:34:30 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","epoch"
0.348,0.112,99.468,0.069,0.0,0.003,7332992.257,4753044.599,0.0,0.0,0.0,0.0,2224.726,610.973,0.0,0.0,0.402,3545505792.0,90718208.0,17926287360.0,1.47217682432e+11,0.0,0.0,7332992.257,4753044.599,2224.726,610.973,0.348,0.112,99.468,0.069,0.0,0.003,1494113670.161,
0.005,0.005,99.990,0.0,0.0,0.0,0.0,13107.200,5753.600,7899.400,0.0,0.0,204.0,212.400,0.0,0.200,0.0,3545964544.0,90726400.0,17926324224.0,1.47217178624e+11,0.0,0.0,0.0,13107.200,203.400,212.0,0.005,0.005,99.985,0.005,0.0,0.0,1494113675.162,
0.010,0.020,99.965,0.005,0.0,0.0,0.0,5734.400,6129.0,8295.600,0.0,0.0,204.0,214.600,0.0,0.0,0.0,3546050560.0,90734592.0,17926332416.0,1.47217076224e+11,0.0,0.0,0.0,5734.400,204.0,214.600,0.005,0.020,99.975,0.0,0.0,0.0,1494113680.162,
0.010,0.005,99.985,0.0,0.0,0.0,0.0,3276.800,4786.400,7190.600,0.0,0.0,186.200,182.0,0.0,0.0,0.0,3545251840.0,90738688.0,17926332416.0,1.47217870848e+11,0.0,0.0,0.0,3276.800,186.200,182.0,0.010,0.005,99.985,0.0,0.0,0.0,1494113685.162,
0.005,0.015,99.970,0.010,0.0,0.0,0.0,10649.600,5388.600,7758.200,0.0,0.0,198.600,202.200,0.0,0.0,0.400,3545694208.0,90755072.0,17926336512.0,1.47217408e+11,0.0,0.0,0.0,10649.600,198.600,202.200,0.010,0.015,99.965,0.010,0.0,0.0,1494113690.162,
0.015,0.010,99.975,0.0,0.0,0.0,0.0,0.0,5563.800,7843.600,0.0,0.0,210.400,209.800,0.0,0.0,0.400,3546992640.0,90755072.0,17926340608.0,1.47216105472e+11,0.0,0.0,0.0,0.0,210.400,209.800,0.010,0.010,99.980,0.0,0.0,0.0,1494113695.162,
0.0,0.010,99.990,0.0,0.0,0.0,0.0,7372.800,6214.200,8610.400,0.0,0.0,208.800,245.800,0.0,0.0,0.0,3547058176.0,90771456.0,17926344704.0,1.47216019456e+11,0.0,0.0,0.0,7372.800,208.800,245.800,0.005,0.010,99.985,0.0,0.0,0.0,1494113700.162,
0.015,0.015,99.970,0.0,0.0,0.0,0.0,8192.0,5849.600,8094.600,0.0,0.0,218.800,233.200,0.0,0.0,0.0,3546046464.0,90779648.0,17926340608.0,1.47217027072e+11,0.0,0.0,0.0,8192.0,218.800,233.200,0.015,0.015,99.970,0.0,0.0,0.0,1494113705.162,
0.005,0.015,99.970,0.010,0.0,0.0,0.0,22937.600,6094.600,7946.400,0.0,0.0,218.800,217.400,0.0,0.0,0.400,3545288704.0,90796032.0,17926340608.0,1.47217768448e+11,0.0,0.0,0.0,22937.600,218.800,217.400,0.005,0.015,99.970,0.010,0.0,0.0,1494113710.162,
0.005,0.010,99.985,0.0,0.0,0.0,0.0,0.0,5041.600,7321.800,0.0,0.0,192.0,189.600,0.0,0.0,0.0,3545501696.0,90796032.0,17926340608.0,1.47217555456e+11,0.0,0.0,0.0,0.0,192.0,189.600,0.005,0.010,99.985,0.0,0.0,0.0,1494113715.162,
0.005,0.010,99.980,0.0,0.0,0.005,0.0,7372.800,5020.600,6953.200,0.0,0.0,188.400,190.0,0.0,0.0,0.200,3547578368.0,90808320.0,17926340608.0,1.47215466496e+11,0.0,0.0,0.0,7372.800,188.400,190.0,0.005,0.010,99.980,0.0,0.0,0.005,1494113720.162,
0.005,0.010,99.985,0.0,0.0,0.0,0.0,4915.200,4911.600,7683.800,0.0,0.0,186.400,184.200,0.0,0.0,0.0,3547578368.0,90808320.0,17926340608.0,1.47215466496e+11,0.0,0.0,0.0,4915.200,186.400,184.200,0.0,0.010,99.990,0.0,0.0,0.0,1494113725.162,
0.015,0.010,99.975,0.0,0.0,0.0,0.0,2457.600,7385.400,8939.0,0.0,0.0,240.400,258.0,0.0,0.0,0.400,3547033600.0,90816512.0,17926344704.0,1.47215998976e+11,0.0,0.0,0.0,2457.600,240.400,258.0,0.015,0.010,99.975,0.0,0.0,0.0,1494113730.162,
