"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd1.nobjs-scaling.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -av --epoch --integer --noheaders --output 8osds.vary.nobjs.20K.dstat.osd1.log 5",,,,"Date:","06 May 2017 18:34:30 CDT"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,,"epoch"
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","epoch"
0.359,0.121,99.450,0.068,0.0,0.003,7510669.006,4778020.596,0.0,0.0,0.0,0.0,2230.787,609.381,0.0,0.0,0.408,3053043712.0,90521600.0,25194315776.0,1.40442312704e+11,0.0,0.0,7510669.006,4778020.596,2230.787,609.381,0.359,0.121,99.450,0.068,0.0,0.003,1494113670.805,
0.010,0.0,99.990,0.0,0.0,0.0,0.0,0.0,4744.800,8705.0,0.0,0.0,180.200,180.600,0.0,0.0,0.0,3052949504.0,90521600.0,25194360832.0,1.40442361856e+11,0.0,0.0,0.0,0.0,180.600,180.600,0.015,0.0,99.985,0.0,0.0,0.0,1494113675.806,
0.015,0.005,99.980,0.0,0.0,0.0,0.0,13107.200,6861.400,10380.400,0.0,0.0,250.0,237.800,0.0,0.0,0.0,3052789760.0,90537984.0,25194360832.0,1.40442505216e+11,0.0,0.0,0.0,13107.200,249.800,237.800,0.010,0.005,99.985,0.0,0.0,0.0,1494113680.805,
0.010,0.005,99.985,0.0,0.0,0.0,0.0,0.0,4415.200,8117.400,0.0,0.0,166.400,149.600,0.0,0.0,0.0,3052789760.0,90537984.0,25194360832.0,1.40442505216e+11,0.0,0.0,0.0,0.0,166.400,149.600,0.010,0.005,99.985,0.0,0.0,0.0,1494113685.806,
0.020,0.010,99.970,0.0,0.0,0.0,0.0,10649.600,6561.600,10138.200,0.0,0.0,245.0,221.0,0.0,0.0,0.600,3053559808.0,90546176.0,25194364928.0,1.4044172288e+11,0.0,0.0,0.0,10649.600,245.200,221.0,0.020,0.010,99.970,0.0,0.0,0.0,1494113690.805,
0.015,0.005,99.980,0.0,0.0,0.0,0.0,6553.600,6225.400,9823.400,0.0,0.0,223.0,223.800,0.0,0.0,0.0,3053137920.0,90554368.0,25194360832.0,1.40442140672e+11,0.0,0.0,0.0,6553.600,222.800,223.800,0.015,0.010,99.975,0.0,0.0,0.0,1494113695.806,
0.005,0.010,99.975,0.010,0.0,0.0,0.0,2457.600,4287.800,8502.400,0.0,0.0,184.0,174.800,0.0,0.0,0.0,3052843008.0,90562560.0,25194369024.0,1.404424192e+11,0.0,0.0,0.0,2457.600,192.200,175.200,0.010,0.005,99.975,0.010,0.0,0.0,1494113700.805,
0.010,0.005,99.985,0.0,0.0,0.0,0.0,11468.800,4840.800,8640.600,0.0,0.0,186.600,167.0,0.0,0.0,0.0,3055632384.0,90570752.0,25194369024.0,1.40439621632e+11,0.0,0.0,0.0,11468.800,178.400,166.600,0.010,0.005,99.985,0.0,0.0,0.0,1494113705.805,
0.010,0.010,99.980,0.0,0.0,0.0,0.0,8192.0,7569.400,10355.600,0.0,0.0,233.800,216.200,0.0,0.0,0.0,3055620096.0,90578944.0,25194369024.0,1.40439625728e+11,0.0,0.0,0.0,8192.0,233.800,216.200,0.005,0.010,99.985,0.0,0.0,0.0,1494113710.805,
0.005,0.005,99.990,0.0,0.0,0.0,0.0,0.0,5679.600,9119.800,0.0,0.0,198.0,176.200,0.0,0.0,0.0,3055611904.0,90578944.0,25194369024.0,1.4043963392e+11,0.0,0.0,0.0,0.0,198.0,176.200,0.010,0.005,99.985,0.0,0.0,0.0,1494113715.805,
0.010,0.005,99.975,0.010,0.0,0.0,0.0,2457.600,7181.800,10388.0,0.0,0.0,238.400,223.600,0.0,0.0,0.0,3055603712.0,90587136.0,25194369024.0,1.4043963392e+11,0.0,0.0,0.0,2457.600,238.400,223.600,0.010,0.005,99.975,0.010,0.0,0.0,1494113720.805,
0.010,0.010,99.980,0.0,0.0,0.0,0.0,0.0,4586.800,8773.400,0.0,0.0,180.600,161.600,0.0,0.0,0.0,3055603712.0,90587136.0,25194369024.0,1.4043963392e+11,0.0,0.0,0.0,0.0,180.600,161.600,0.005,0.010,99.985,0.0,0.0,0.0,1494113725.806,
0.010,0.005,99.975,0.010,0.0,0.0,0.0,9011.200,5067.0,8342.800,0.0,0.0,182.600,150.0,0.0,0.0,0.0,3055587328.0,90595328.0,25194369024.0,1.40439642112e+11,0.0,0.0,0.0,9011.200,182.600,150.0,0.010,0.005,99.975,0.010,0.0,0.0,1494113730.805,
0.015,0.010,99.975,0.0,0.0,0.0,0.0,0.0,7288.200,10848.800,0.0,0.0,251.200,228.200,0.0,0.0,0.400,3056123904.0,90595328.0,25194373120.0,1.4043910144e+11,0.0,0.0,0.0,0.0,251.200,228.200,0.015,0.010,99.975,0.0,0.0,0.0,1494113735.806,
0.010,0.005,99.980,0.005,0.0,0.0,0.0,3276.800,4641.0,8923.800,0.0,0.0,192.400,188.400,0.0,0.0,0.0,3056103424.0,90603520.0,25194373120.0,1.40439113728e+11,0.0,0.0,0.0,3276.800,192.400,188.400,0.010,0.005,99.980,0.005,0.0,0.0,1494113740.805,
0.005,0.010,99.985,0.0,0.0,0.0,0.0,2457.600,5398.800,9307.0,0.0,0.0,205.0,194.0,0.0,0.0,0.0,3055538176.0,90611712.0,25194373120.0,1.40439670784e+11,0.0,0.0,0.0,2457.600,205.0,194.0,0.005,0.010,99.985,0.0,0.0,0.0,1494113745.805,
0.180,1.101,98.354,0.355,0.0,0.010,1472102.400,25395.200,8889.800,12545.600,0.0,0.0,916.0,1088.800,0.400,0.200,13.400,2411233280.0,2113536.0,303415296.0,1.6606343168e+11,0.0,0.0,1472102.400,25395.200,916.200,1088.800,0.185,1.101,98.349,0.355,0.0,0.010,1494113750.805,
0.015,0.005,99.960,0.020,0.0,0.0,30310.400,3276.800,3188.800,7359.0,0.0,0.0,171.600,162.800,0.0,0.0,0.200,2409689088.0,2121728.0,303583232.0,1.66064799744e+11,0.0,0.0,30310.400,3276.800,171.400,162.800,0.010,0.005,99.965,0.020,0.0,0.0,1494113755.805,
0.020,0.005,99.975,0.0,0.0,0.0,0.0,2457.600,6172.200,9766.0,0.0,0.0,223.200,213.600,0.0,0.0,0.0,2409291776.0,2129920.0,303583232.0,1.66065188864e+11,0.0,0.0,0.0,2457.600,223.400,213.600,0.020,0.005,99.975,0.0,0.0,0.0,1494113760.805,
0.0,0.010,99.990,0.0,0.0,0.0,0.0,0.0,5884.0,9231.400,0.0,0.0,203.0,183.0,0.0,0.0,0.0,2409189376.0,2129920.0,303583232.0,1.66065291264e+11,0.0,0.0,0.0,0.0,202.800,183.0,0.005,0.010,99.985,0.0,0.0,0.0,1494113765.805,
0.030,0.075,99.710,0.180,0.0,0.005,19749273.600,2457.600,8479.400,5838323.400,0.0,0.0,514.800,525.400,0.0,0.0,0.0,2466279424.0,2138112.0,399806464.0,1.65911969792e+11,0.0,0.0,19749273.600,2457.600,515.0,525.400,0.025,0.075,99.715,0.180,0.0,0.005,1494113770.806,
0.030,0.145,99.710,0.110,0.0,0.005,30226841.600,0.0,13864.600,44321224.400,0.0,0.0,1389.600,827.600,0.200,0.0,0.0,2402344960.0,2138112.0,551743488.0,1.65823967232e+11,0.0,0.0,30410342.400,0.0,1391.0,830.0,0.030,0.145,99.710,0.110,0.0,0.005,1494113775.806,
0.025,0.100,99.780,0.095,0.0,0.0,24788992.0,3276.800,9371.400,26597553.600,0.0,0.0,986.600,669.800,0.200,0.0,0.0,2399002624.0,2146304.0,677289984.0,1.6570175488e+11,0.0,0.0,24605491.200,3276.800,992.400,667.600,0.025,0.105,99.775,0.095,0.0,0.0,1494113780.806,
0.025,0.105,99.770,0.095,0.0,0.005,23981260.800,819.200,13402.400,25356265.600,0.0,0.0,1041.400,702.200,0.0,0.0,0.0,2396483584.0,2146304.0,797192192.0,1.65584371712e+11,0.0,0.0,23981260.800,819.200,1034.0,702.0,0.025,0.105,99.770,0.095,0.0,0.005,1494113785.805,
0.035,0.125,99.760,0.080,0.0,0.0,25391923.200,3276.800,11803.200,27730923.0,0.0,0.0,1080.0,706.600,0.0,0.0,0.400,2385907712.0,2154496.0,924155904.0,1.6546797568e+11,0.0,0.0,25391923.200,3276.800,1080.0,706.600,0.035,0.120,99.765,0.080,0.0,0.0,1494113790.806,
0.025,0.130,99.715,0.125,0.0,0.005,29624729.600,4915.200,9042.200,28174040.600,0.0,0.0,1140.200,780.200,0.0,0.0,0.0,2413608960.0,2162688.0,1072386048.0,1.65292036096e+11,0.0,0.0,29624729.600,4915.200,1140.200,780.200,0.025,0.135,99.710,0.125,0.0,0.005,1494113795.806,
